-15.0823673828;112.406281766;-13.36;48.72
102.643948959;106.518583324;-13.36;48.72
31.3246772751;-85.597389757;-13.36;48.72
-25.0778444813;-56.1800952908;-13.36;48.72
91.5565656292;67.6789829684;-13.36;48.72
100.472416955;-20.8720144234;-13.36;48.72
-33.2967514321;60.5627978172;-13.36;48.72
-113.852274631;39.2976199417;-13.36;48.72
46.4478876612;94.3126602928;-13.36;48.72
80.5794729154;-61.1488284053;-13.36;48.72
40.1044107655;-12.3638432484;-13.36;48.72
-25.1317816129;97.0023951108;-13.36;48.72
28.1081349268;30.4108547074;-13.36;48.72
101.308148917;77.6092538107;-13.36;48.72
-107.852829764;-80.4046262266;-13.36;48.72
-117.76899423;89.6148566991;-13.36;48.72
-89.0569428497;-35.1316094914;-13.36;48.72
-29.6008760046;19.0529326314;-13.36;48.72
-86.5304360679;-41.2939993312;-13.36;48.72
-74.8547109124;-114.063469465;-13.36;48.72
-86.2078078585;-53.3203001018;-13.36;48.72
-93.6754844379;35.5103788316;-13.36;48.72
98.6934202612;39.9308259071;-13.36;48.72
-72.3875753872;-90.3897451965;-13.36;48.72
1.54212558658;29.1550086215;-13.36;48.72
25.9703816534;114.621304565;-13.36;48.72
112.418618953;33.6087771021;-13.36;48.72
-5.83743089773;-52.4319420343;-13.36;48.72
1.76491172458;17.2884456416;-13.36;48.72
-106.548482621;93.939087891;-13.36;48.72
30.9259109594;-18.6925895816;-13.36;48.72
-51.9688773684;-1.86447692251;-13.36;48.72
-86.9392608576;76.4214020706;-13.36;48.72
47.5790973452;-116.55959533;-13.36;48.72
38.79918192;-46.3296500268;-13.36;48.72
98.7470048113;-109.33659711;-13.36;48.72
20.4526377013;-46.5402650927;-13.36;48.72
29.5759958879;-114.857661935;-13.36;48.72
-25.1638372723;114.976418278;-13.36;48.72
25.0022403484;8.64316361638;-13.36;48.72
-118.982138499;105.878843727;-13.36;48.72
-104.826945754;-100.551355007;-13.36;48.72
-84.7973854002;-104.702360729;-13.36;48.72
118.72234461;20.7991318793;-13.36;48.72
8.32944633485;-108.356348392;-13.36;48.72
-19.568398732;54.9833947434;-13.36;48.72
65.8708850018;-89.5612487287;-13.36;48.72
-57.9514235511;-107.833735688;-13.36;48.72
47.3758607285;6.37055050845;-13.36;48.72
-19.7782257826;38.2542267567;-13.36;48.72
40.5855401588;15.7796013672;-13.36;48.72
75.8808371732;59.8058360267;-13.36;48.72
-49.1774734327;-19.255797816;-13.36;48.72
-48.2790390679;102.154458735;-13.36;48.72
36.840766036;43.9620750314;-13.36;48.72
118.758803022;-35.7077049468;-13.36;48.72
-115.659145363;-1.96884324277;-13.36;48.72
38.8329875911;-4.21707894861;-13.36;48.72
-27.1647081141;38.6688119272;-13.36;48.72
59.3999525944;4.6658124422;-13.36;48.72
14.1468374302;-13.6396317012;-13.36;48.72
-12.0112406365;96.6213352374;-13.36;48.72
-106.0726984;-27.5173792676;-13.36;48.72
107.558128406;-64.8166638058;-13.36;48.72
102.008935942;111.509750073;-13.36;48.72
-49.8563544542;91.7317776154;-13.36;48.72
-46.8873062228;20.5426188886;-13.36;48.72
-88.0962684667;-72.4296012819;-13.36;48.72
-35.7157593209;-119.216910205;-13.36;48.72
65.9799625315;-12.0025621888;-13.36;48.72
-118.095464543;-8.94119378697;-13.36;48.72
107.728950848;-95.7698605581;-13.36;48.72
78.0743700305;54.049985761;-13.36;48.72
-19.197851846;-103.663552944;-13.36;48.72
-114.267174866;-5.56911579048;-13.36;48.72
-81.3619351721;91.0027947598;-13.36;48.72
